titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Vendo Apartamento no Orizzon;"Código do anúncio: 11359

IBS - Imóveis Bahia Sul
CRECI: J.1.925
Contato: 

Vendo Apartamento no Orizzon

O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1000000.0;106.0;3;2;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento no Orizzon;"Código do anúncio: 11100

IBS- Imóveis Bahia Sul
Contato: 
CRECI.: J.1.925

Vendo Apartamento no Orizzon 

O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1000000.0;104.0;3;4;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Apartamento no Orizzon;"Código do anúncio: 11097

Corretora: Camila Ribeiro 
Contato: 
CRECI: 27.433 

O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";2000000.0;134.0;3;2;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento no Orizzaon;"Código do anúncio: 11358

IBS - Imóveis Bahia Sul
CRECI: J.1.925
Contato: 


O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1000000.0;106.0;3;2;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento no Orizzon;"Código do anúncio: 11098

IBS - Imóveis Bahia Sul
CRECI: J.1.925
Contato: 

Vendo Apartamento no Orizzon

O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";2050000.0;134.0;3;2;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento no Orizzon;"Código do anúncio: 11357

IBS - Imóveis Bahia Sul 
CRECI.: J.1.295
Contato: 

Vendo Apartamento no Orizzon


O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1020000.0;106.0;3;1;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento no Orizzon;"Código do anúncio: 11101

IBS - Imóveis Bahia Sul 
CRECI.: J.1.295
Contato: 

Vendo Apartamento no Orizzon 

O Orizzon tem a praticidade e de estar próximo ao Atacadão Assaí, Faculdade de Ilhéus, Aeroporto, padarias, farmácias, bares, restaurantes e, além de tudo isso, tem como seu melhor e eterno vizinho a bela Praia dos Milionários.


A arquitetura elevada ao grau máximo, alinhada às tendências mundiais, não é meramente operacional. É uma busca constante, um aprendizado e um esforço para superar as limitações físicas. E isso cria um horizonte de beleza naturalmente.


 Isso é Redefinir Conceitos, isso é Orizzon, isso é Almeida Carneiro!

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1900000.0;132.0;3;2;Não Tem;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento Vista Mar com 2/4;"Código do anúncio: 11375

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

 Apartamento Vista Mar na Zona Sul 

01 Suíte 
01 Quarto social 
01 Sala ampla 
01 Área de serviço 
01 Varanda 
01 Banheiro de depedência 
01 Vaga de garagem 
01 Cozinha planejada 

200 Metros da Praia 

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";455000.0;81.0;2;2;1;Avenida Walmir Chagas Góes;450.0;890.0;São Francisco;Ilhéus;BA;45655138;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0
VENDO APARTAMENTO COM VISTA MAR NA PRAIA DO MARCIANO;"Código do anúncio: 11333

CORRETORA JULIANA BOMFIM 
CRECI: 30075 
CONTATO: 

VENDO APARTAMENTO COM VISTA MAR NA PRAIA DO MARCIANO

02 QUARTOS 
01 BANHEIRO
01 SALA 
VARANDA
AREA DE SERVIÇO

OBS.:''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";145000.0;63.0;2;1;Não Tem;Avenida João Alfredo Amorim de Almeida;0.0;0.0;Malhado;Ilhéus;BA;45651644;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Ilhéus - Apartamento 04 quartos sendo 01 suíte - Ponta D'Areia;"Código do anúncio: 3470

Você que procura morar no centro da cidade, na tradicional Av. Soares Lopes com uma vista privilegiada para o mar, a poucos metros da praia.

Apartamento nascente, vista mar, amplo bem arejado e dispondo de:

 02 quartos com vista mar;
 01 suíte com box e vista mar;
 01 banheiro social com box;
 Sala estar / jantar ampla e bem arejada;
 Cozinha com planejados;
 Área de serviço;
 Varanda.

O Residencial Ponta D'Areia dispõe de uma infraestrutura de segurança:

 Portão eletrônico;
 Portaria 24hrs;
 Interfone;
 Espaço de festa;
 02 vagas de garagem.

Localizado próximo de farmácia, restaurantes, bares, academia, pontos turísticos e históricos, delegacia, praças e etc...

* Para maiores informações, entre já em contato!

 Imobiliária Atlântico Sul
 Evandro Zanonatto
 - Camille Carradore
IMÓVEL";520000.0;180.0;3;3;2;Avenida Soares Lopes - até 774/775;0.0;0.0;Centro;Ilhéus;BA;45653005;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Nossa Senhora da Vitória - Ilhéus/BA;"Código do anúncio: 10838

IBS - Imóveis Bahia Sul 
CRECI.: J.1.925
Contato: 

D'Ouro Park 

A SSN Incorporações inova mais uma vez, trazendo um lindo empreendimento na zona sul de Ilhéus, o D´Ouro Park Residencial!
Projetado com um design moderno, de personalidade jovial e pensado para toda a família, localizado no Loteamento Praia Dourada, a apenas 200 m do mar.
O empreendimento contará com 2 torres de 16 pavimentos, e 2 elevadores cada, com apartamentos de 2 e 3 dormitórios, todos com suíte e varanda. 

Serão 03 e 04 apartamentos gardens, 06 apartamentos tipo por andar, e 03 coberturas em cada torre, totalizando 157 unidades, sendo:
 Apartamentos Gardens com 119 a 159 m²;
 Apartamentos Tipo com 58 a 76 m²;
 Coberturas com 121 a 155 m².

A área de lazer é um assunto à parte, pois contará com sala de projeção, brinquedoteca, pátio fechado, espaço fitness, lounge fechado, cozinha gourmet, lounge coberto, churrasqueira, lounge sauna, quadra recreativa, piscina, e o melhor, todas as áreas de uso comum serão entregues mobiliadas!

O D´Ouro Park foi feito para renovar o seu estilo de vida, te oferecendo a oportunidade de morar como sempre quis, em um empreendimento próximo ao mar! Uma experiência inesquecível!";828000.0;142.0;3;2;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Vendo Apartamento com 3/4 no Pacheco;"Código do anúncio: 11182

Corretora: Luciana Daneu
CRECI.:: 22.423
Contato: 

Vendo Apartamento com 3/4 no Pacheco

02 Quartos sendo 
01 Suíte
01 Sala
01 Banheiro Social
01 Área de serviço
01 Cozinha
01 Vaga de garagem

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;103.0;3;2;Não Tem;Rua Ruy Cajueiro;0.0;0.0;Boa Vista;Ilhéus;BA;45652505;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0
Vendo Cobertura na Soares Lopes com 6/4;"Código do anúncio: 11274

IBS- Imóveis Bahia Sul
CRECI.: J. 1.925
Contato: 

Vendo Cobertura Vista Mar 

01 Sala com vista mar
01 Sala de Jantar com barzinho e vista mar
02 Quartos 
04 Suítes (Suíte master com banheira de hidromassagem)
02 Dependências de empregada
01 Banheiro social
Cozinha com ilha e armários embutidos
Área de Serviço ampla 
Despensa

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";2000000.0;400.0;5 Ou Mais;5 Ou Mais;3;Avenida Soares Lopes - até 774/775;0.0;0.0;Centro;Ilhéus;BA;45653005;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0
Vendo Apartamento Mobiliado;"Código do anúncio: 11236

Corretor Ricardo Hafner
CRECI.: 23.200
Contato: 

Vendo Apartamento Mobiliado

01 Quarto 
01 Sala 
01 Banheiro 
01 Cozinha Americana

Centro próximo a praça da Irene

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";220000.0;28.0;1;1;Não Tem;Rua Rubem de Souza Guerra;0.0;0.0;Centro;Ilhéus;BA;45653250;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendo Apartamento Mobiliado;"Código do anúncio: 11247

Corretor Ricardo Hafner
CRECI.: 23.200
Contato: 

Vendo Apartamento Mobiliado

01 Quarto 
01 Sala 
01 Banheiro 
01 Cozinha Americana

Centro próximo a praça da Irene

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";220000.0;28.0;1;1;Não Tem;Rua Rubem de Souza Guerra;0.0;0.0;Centro;Ilhéus;BA;45653250;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VENDO COBERTURA COM 3/4 MOBILIADA NA ZONA SUL;"Código do anúncio: 10984

CORRETOR: VALDNEI SANTANA
CRECI: 23.174
CONTATO: 

COBERTURA COM 3/4 MOBILIADA NA ZONA SUL

01 SALA DE ESTAR/JANTAR
02 QUARTOS SOCIAIS
01 SUÍTE
01 BANHEIRO DE SERVIÇO
01 ÁREA EXTERNA COM CHUVEIRÃO
01 BANHEIRO SOCIAL
01 LAVABO
01 COZINHA COM ÁREA DE SERVIÇO

EXCELENTE LOCALIZAÇÃO NA ZONA SUL!
CONDOMÍNIO CLUBE COM INFRAESTRUTURA COMPLETA!

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";1700000.0;155.0;3;3;2;Avenida Tancredo Neves;580.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Residencial North Boulevard;"Código do anúncio: 11108

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

Vendo Residencial North Boulevard

01 Suíte
01 Quarto
01 Sala
01 Varanda
01 Cozinha
01 Banheiro Social
VIsta Mar Lateral
01 Vaga de Garagem

Residencial North Boulevard

O North Boulevard tem localização estratégica, próximo ao Centro e acesso ao norte na cidade. Completa infraestrutura de lazer. Fachada contemporânea. Projeto de segurança com melhoramento eletrônico.

Infraestrutura do empreendimento:
- De 02 até 03 quartos
- 01 Suíte- 02 Banheiros
- 16 andares
- 01 Torre
- Academia
- Brinquedoteca
- Churrasqueira
- Deck
- Espaço gourmet
- Mall de lojas
- Parque infantil
- Piscina adulto
- Piscina infantil
- Playground
- Praça de convivência
- Quadra esportiva
- Salão de festas
- Salão de jogos
- Sauna

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";290000.0;58.0;2;2;1;Avenida José Luís da Fonseca - até 968/969;375.0;0.0;Jardim Savóia;Ilhéus;BA;45658260;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Residencial North Boulevard com 2/4;"Código do anúncio: 11107

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

Vendo Residencial North Boulevard

01 Suíte
01 Quarto
01 Sala
01 Varanda
01 Cozinha
01 Banheiro Social
01 Vaga de Garagem

VIsta Mar Lateral

Residencial North Boulevard

O North Boulevard tem localização estratégica, próximo ao Centro e acesso ao norte na cidade. Completa infraestrutura de lazer. Fachada contemporânea. Projeto de segurança com melhoramento eletrônico.

Infraestrutura do empreendimento:
- De 02 até 03 quartos
- 01 Suíte- 02 Banheiros
- 16 andares
- 01 Torre
- Academia
- Brinquedoteca
- Churrasqueira
- Deck
- Espaço gourmet
- Mall de lojas
- Parque infantil
- Piscina adulto
- Piscina infantil
- Playground
- Praça de convivência
- Quadra esportiva
- Salão de festas
- Salão de jogos
- Sauna

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";290000.0;58.0;2;1;1;Avenida José Luís da Fonseca - até 968/969;375.0;0.0;Jardim Savóia;Ilhéus;BA;45658260;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento com 2/4;"Código do anúncio: 11134

IBS- Imóveis Bahia Sul
CRECI.: J. 1.925
Contato: 

Vendo Apartamento com 2/4

01 Quarto social 
01 Suíte
01 Sala com varanda
01 Banheiro Social
Cozinha
Vaga de Garagem

Condomínio com:
Piscina de adulto e infantil
Salão de festas com área gourmet
Sauna 
Parque infantil
Área verde
Quadra de beach tênis
Frente mar, excelente localização nas praias mais lindas de Ilhéus.

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";500000.0;60.0;2;2;Não Tem;Avenida Tancredo Neves;800.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Vendo Apartamento no Pontal;"Código do anúncio: 11126

IBS- Imóveis Bahia Sul
CRECI.: J. 1.925
Contato: 

Vendo Apartamento com 2/4

02 Salas
02 Quartos
01 Escritório
01 Banheiro Social
Cozinha
Área de Serviço com banheiro
01 Varanda

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";350000.0;120.0;2;1;Não Tem;Rua David Maia - de 263/264 ao fim;0.0;0.0;Pontal;Ilhéus;BA;45654090;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Vendo Soberano Residence com 2/4 Vista Mar;"Código do anúncio: 11009

Corretor: Valdnei Santana
CRECI.: 23.174
Contato: 

Soberano Residence com 2/4 Vista Mar

01 Quarto
01 Suíte
01 Sala ampla
01 Área de serviço
01 Banheiro social
01 Vagas de garagem

Icônico, magnífico e grandioso.
Um empreendimento que reflete seus maiores sonhos.
O privilégio de estar no ápice da qualidade de vida e morar onde todos querem estar.
Onde momentos inigualáveis serão vividos repletos de sofisticação.
E o requinte contemporâneo será sua nova realidade.
A verdadeira experiência de alto padrão acima de qualquer outra.
A tradução perfeita do seu novo estilo de vida no melhor da Praia do Sul, em Ilhéus.

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";700000.0;67.0;2;2;1;Avenida Tancredo Neves;450.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0
VENDO GARDEN 3/4;"Código do anúncio: 8821

CORRETORA: CAMILA BADARÓ.
CRECI.: 23.450
CONTATO: 

GARDEN 3/4 NO JARDIM ATLÂNTICO

01 SALA DE JANTAR
01 SALA DE TV
01 COZINHA
01 ÁREA DE SERVIÇO
01 DESPENSA 
01 BANHEIRO DE SERVIÇO
01 BANHEIRO SOCIAL 
02 QUARTOS SOCIAIS COM AR CONDICIONADO
01 SUÍTE COM ARMÁRIOS PLANEJADOS E AR CONDICIONADO

02 VAGAS DE GARAGEM


O IMÓVEL É CERCADO POR ÁREA VERDE, TOTALMENTE AREJADO. SEU ACABAMENTO INTERNO ESTÁ IMPECÁVEL! 

OBS: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";650000.0;262.0;3;2;2;Rua Dina Góes;0.0;0.0;São Francisco;Ilhéus;BA;45655142;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0
Vendo Apartamento Alto Padrão com 3/4;"Código do anúncio: 11144

Corretor: Ricardo Hafner
CRECI.: 23.200
Contato: 

Vendo Apartamento Alto Padrão.

03 Suites
01 Sala Ampla, vista mar
01 Lavabo
01 Dependência
02 Vagas de Garagem

Prédio:
Piscina 
Academia
Sauna
Salão de festa

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1000000.0;170.0;3;4;2;Avenida Soares Lopes - de 776/777 ao fim;1200.0;0.0;Cidade Nova;Ilhéus;BA;45652065;1;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0
Vendo Apartamento com 2/4 no San Marino;"Código do anúncio: 11115

Corretora: Luciana Daneu
CRECI.:22.423
Contato: 

Vendo Apartamento com 2/4 no San Marino

01 Quarto
01 Suíte
01 Sala
01 Banheiro social 
01 Cozinha
01 Área de serviço
01 Vaga de garagem

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";750000.0;75.0;2;2;1;Rua Açanã;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655718;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;0
Apartamento (Padrão), com 1 quartos e 1 banheiros à Venda, 33 m² em Ilhéus/BA;"Código do anúncio: A0051727

O Sette nasceu pra você que quer mais do seu apartamento. Da fachada, que traz as linhas das ondas do mar à localização cheia de possibilidades e tudo que liga você a um dia a dia perfeito. Das plantas inteligentes ao Street Mall, um conjunto de lojas voltadas para a rua, que trazem mais conveniência para você e valorização para o seu imóvel.O Sette tem tudo que você precisa para viver de forma prática e confortável. São 3 opções de plantas inteligentes: Studio, Quarto e Sala e 2 Quartos, com ótimo aproveitamento de espaço e um projeto que privilegia tudo que você realmente precisa: lazer e conforto.";243600.0;33.0;1;1;1;São Francisco;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0
Apartamento (Alto Padrão), com 2 quartos e 2 banheiros à Venda, 64 m² em Ilhéus/BA;"Código do anúncio: A005157

O Vista Park Residence se traduz em um destino completo, de frente para o mar, pé na areia, onde tudo se encaixa perfeitamente e você é levado para um estado de puro bem-estar. Terá dois blocos de apartamentos modernos de 2 e 3 dormitórios, SOL E LUA, com metragens de 64 a 99 m2 e varandas amplas integradas com cortina de vidro. Uma área comercial com 07 lojas na entrada do empreendimento, completa o Vista Park Residence como um empreendimento único, com tudo ao seu alcance.";519750.0;64.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
